timestamp_utc,x_pos_mm,y_pos_mm,x_vel_mm_per_s,y_vel_mm_per_s,s_vel_deg_per_s
0 days 00:00:01.350000,-0.9953479999999999,6.141356,-0.000692,31.833336,38195.999969
0 days 00:00:01.352000,-0.995308,6.205026,-0.000714,31.833356,38195.999969
0 days 00:00:01.354000,-0.9952749999999999,6.268676,-0.000692,31.833337,38195.999969
0 days 00:00:01.356000,-0.995255,6.332396,-0.00067,31.833334999999998,38195.999969
0 days 00:00:01.358000,-0.995332,6.396077,-0.00067,31.833354,38195.999969
0 days 00:00:01.360000,-0.995332,6.459687,-0.000692,31.833336,38195.999969
0 days 00:00:01.362000,-0.995269,6.523337,-0.000714,31.833333,38195.999969
0 days 00:00:01.364000,-0.995259,6.586987,-0.000692,31.833353,38195.999969
0 days 00:00:01.366000,-0.9952869999999999,6.650637,-0.00067,31.833334999999998,38195.999969
0 days 00:00:01.368000,-0.995367,6.714337,-0.00067,31.833332,38195.999969
0 days 00:00:01.370000,-0.9953339999999999,6.7780380000000005,-0.000692,31.833352,38195.999969
0 days 00:00:01.372000,-0.9952939999999999,6.841808,-0.000714,31.833334,38195.999969
0 days 00:00:01.374000,-0.995251,6.905608,-0.000692,31.833331,38195.999969
0 days 00:00:01.376000,-0.9952909999999999,6.969278,-0.00067,31.833351,38195.999969
0 days 00:00:01.378000,-0.995308,7.032938,-0.00067,31.833333,38195.999969
0 days 00:00:01.380000,-0.995278,7.096618,-0.000692,31.833331,38195.999969
0 days 00:00:01.382000,-0.9952759999999999,7.160279,-0.000714,31.83335,38195.999969
0 days 00:00:01.384000,-0.995246,7.223919,-0.000692,31.833332,38195.999969
0 days 00:00:01.386000,-0.9953029999999999,7.287609,-0.00067,31.83333,38195.999969
0 days 00:00:01.388000,-0.995313,7.3512889999999995,-0.00067,31.83335,38195.999969
0 days 00:00:01.390000,-0.99528,7.414969,-0.000692,31.833332,38195.999969
0 days 00:00:01.392000,-0.9952000000000001,7.478739,-0.000714,31.833329,38195.999969
0 days 00:00:01.394000,-0.9952369999999999,7.54239,-0.000692,31.833349,38195.999969
0 days 00:00:01.396000,-0.9952869999999999,7.60588,-0.00067,31.833331,38195.999969
0 days 00:00:01.398000,-0.995265,7.66953,-0.00067,31.833329,38195.999969
0 days 00:00:01.400000,-0.995285,7.73306,-0.000692,31.833349,38195.999969
0 days 00:00:01.402000,-0.995282,7.79673,-0.000714,31.833331,38195.999969
0 days 00:00:01.404000,-0.995292,7.86035,-0.000692,31.833328,38195.999969
0 days 00:00:01.406000,-0.9953489999999999,7.9239809999999995,-0.00067,31.833348,38195.999969
0 days 00:00:01.408000,-0.9953489999999999,7.987731,-0.00067,31.83333,38195.999969
0 days 00:00:01.410000,-0.9952759999999999,8.051521,-0.000692,31.833328,38195.999969
0 days 00:00:01.412000,-0.9952759999999999,8.115271,-0.000714,31.833348,38195.999969
0 days 00:00:01.414000,-0.9952939999999999,8.178982,-0.000692,31.83333,38195.999969
0 days 00:00:01.416000,-0.9953139999999999,8.242622,-0.00067,31.833328,38195.999969
0 days 00:00:01.418000,-0.9952709999999999,8.306232,-0.00067,31.833348,38195.999969
0 days 00:00:01.420000,-0.9952409999999999,8.369862,-0.000692,31.83333,38195.999969
0 days 00:00:01.422000,-0.9952179999999999,8.433462,-0.000714,31.833327,38195.999969
0 days 00:00:01.424000,-0.995288,8.497112,-0.000692,31.833347,38195.999969
0 days 00:00:01.426000,-0.9952949999999999,8.560823,-0.00067,31.833329,38195.999969
0 days 00:00:01.428000,-0.995255,8.624483,-0.000692,31.833327,38195.999969
0 days 00:00:01.430000,-0.995223,8.688253,-0.000714,31.833347,38195.999969
0 days 00:00:01.432000,-0.9952129999999999,8.752003,-0.000714,31.833329,38195.999969
0 days 00:00:01.434000,-0.9952900000000001,8.815683,-0.000692,31.833327,38195.999969
0 days 00:00:01.436000,-0.9952400000000001,8.879393,-0.00067,31.833347,38195.999969
0 days 00:00:01.438000,-0.9952169999999999,8.943074,-0.000692,31.833329,38195.999969
0 days 00:00:01.440000,-0.995197,9.006734,-0.000714,31.833327,38195.999969
0 days 00:00:01.442000,-0.995224,9.070394,-0.000692,31.833347,38195.999969
0 days 00:00:01.444000,-0.9952639999999999,9.134094,-0.00067,31.833329,38195.999969
0 days 00:00:01.446000,-0.9952519999999999,9.197764,-0.00067,31.833327,38195.999969
0 days 00:00:01.448000,-0.995242,9.261414,-0.000692,31.833347,38195.999969
0 days 00:00:01.450000,-0.995219,9.324935,-0.000714,31.833329,38195.999969
0 days 00:00:01.452000,-0.9952989999999999,9.388545,-0.000692,31.833327,38195.999969
0 days 00:00:01.454000,-0.9953059999999999,9.452225,-0.00067,31.833347,38195.999969
0 days 00:00:01.456000,-0.995286,9.515805,-0.00067,31.833329,38195.999969
0 days 00:00:01.458000,-0.9952329999999999,9.579415000000001,-0.000692,31.833326,38195.999969
0 days 00:00:01.460000,-0.9952529999999999,9.643025,-0.000714,31.833347,38195.999969
0 days 00:00:01.462000,-0.995311,9.706626,-0.000692,31.833329,38195.999969
0 days 00:00:01.464000,-0.995301,9.770306,-0.00067,31.833326,38195.999969
0 days 00:00:01.466000,-0.9952679999999999,9.833946,-0.00067,31.833346,38195.999969
0 days 00:00:01.468000,-0.995238,9.897636,-0.000692,31.833329,38195.999969
0 days 00:00:01.470000,-0.995265,9.961396,-0.000714,31.833326,38195.999969
0 days 00:00:01.472000,-0.995305,10.025116,-0.000692,31.833346,38195.999969
0 days 00:00:01.474000,-0.995312,10.088837,-0.00067,31.833329,38195.999969
0 days 00:00:01.476000,-0.995242,10.152557,-0.00067,31.833326,38195.999969
0 days 00:00:01.478000,-0.9952300000000001,10.216207,-0.000692,31.833346,38195.999969
0 days 00:00:01.480000,-0.99526,10.279867,-0.000714,31.833328,38195.999969
0 days 00:00:01.482000,-0.995297,10.343467,-0.000692,31.833326,38195.999969
0 days 00:00:01.484000,-0.995247,10.407097,-0.00067,31.833346,38195.999969
0 days 00:00:01.486000,-0.9952439999999999,10.470758,-0.00067,31.833328,38195.999969
0 days 00:00:01.488000,-0.995234,10.534338,-0.000692,31.833326,38195.999969
0 days 00:00:01.490000,-0.9952709999999999,10.597998,-0.000714,31.833346,38195.999969
0 days 00:00:01.492000,-0.995311,10.661698,-0.000692,31.833328,38195.999969
0 days 00:00:01.494000,-0.995289,10.725468,-0.00067,31.833326,38195.999969
0 days 00:00:01.496000,-0.995269,10.789228,-0.00067,31.833346,38195.999969
0 days 00:00:01.498000,-0.995246,10.853049,-0.000692,31.833328,38195.999969
0 days 00:00:01.500000,-0.9953259999999999,10.916759,-0.000714,31.833326,38195.999969
0 days 00:00:01.502000,-0.995273,10.980449,-0.000692,31.833346,38195.999969
0 days 00:00:01.504000,-0.995263,11.044099,-0.00067,31.833328,38195.999969
0 days 00:00:01.506000,-0.9952400000000001,11.107739,-0.00067,31.833326,38195.999969
0 days 00:00:01.508000,-0.99531,11.171589,-0.000692,31.833346,38195.999969
0 days 00:00:01.510000,-0.9954179999999999,11.23496,-0.000714,31.833328,38195.999969
0 days 00:00:01.512000,-0.995328,11.29851,-0.000692,31.833326,38195.999969
0 days 00:00:01.514000,-0.995285,11.36215,-0.00067,31.833346,38195.999969
0 days 00:00:01.516000,-0.995335,11.42574,-0.00067,31.833328,38195.999969
0 days 00:00:01.518000,-0.995362,11.48948,-0.000692,31.833326,38195.999969
0 days 00:00:01.520000,-0.9953219999999999,11.55316,-0.000714,31.833346,38195.999969
0 days 00:00:01.522000,-0.995339,11.616771,-0.000692,31.833328,38195.999969
0 days 00:00:01.524000,-0.995269,11.680461,-0.00067,31.833326,38195.999969
0 days 00:00:01.526000,-0.995227,11.744151,-0.00067,31.833346,38195.999969
0 days 00:00:01.528000,-0.995327,11.807801,-0.000692,31.833328,38195.999969
0 days 00:00:01.530000,-0.9953139999999999,11.871401,-0.000714,31.833326,38195.999969
0 days 00:00:01.532000,-0.9952939999999999,11.934991,-0.000692,31.833346,38195.999969
0 days 00:00:01.534000,-0.995281,11.998562,-0.00067,31.833328,38195.999969
0 days 00:00:01.536000,-0.995301,12.062212,-0.00067,31.833326,38195.999969
0 days 00:00:01.538000,-0.995328,12.125912,-0.000692,31.833346,38195.999969
0 days 00:00:01.540000,-0.9953479999999999,12.189632,-0.000714,31.833328,38195.999969
0 days 00:00:01.542000,-0.995296,12.253382,-0.000692,31.833326,38195.999969
0 days 00:00:01.544000,-0.995286,12.317052,-0.00067,31.833346,38195.999969
0 days 00:00:01.546000,-0.9952829999999999,12.380693,-0.00067,31.833328,38195.999969
0 days 00:00:01.548000,-0.995323,12.444373,-0.000692,31.833326,38195.999969
0 days 00:00:01.550000,-0.9952400000000001,12.508083,-0.000714,31.833346,38195.999969
0 days 00:00:01.552000,-0.99526,12.571883,-0.000692,31.833328,38195.999969
0 days 00:00:01.554000,-0.995257,12.635563,-0.00067,31.833326,38195.999969
0 days 00:00:01.556000,-0.9952869999999999,12.699313,-0.00067,31.833346,38195.999969
0 days 00:00:01.558000,-0.9953249999999999,12.763004,-0.000692,31.833328,38195.999969
0 days 00:00:01.560000,-0.995255,12.826694,-0.000714,31.833326,38195.999969
0 days 00:00:01.562000,-0.995232,12.890364,-0.000692,31.833346,38195.999969
0 days 00:00:01.564000,-0.9952519999999999,12.953924,-0.00067,31.833328,38195.999969
0 days 00:00:01.566000,-0.995319,13.017574,-0.00067,31.833326,38195.999969
0 days 00:00:01.568000,-0.995289,13.081194,-0.000692,31.833346,38195.999969
0 days 00:00:01.570000,-0.995286,13.144795,-0.000714,31.833328,38195.999969
0 days 00:00:01.572000,-0.995246,13.208435,-0.000692,31.833326,38195.999969
0 days 00:00:01.574000,-0.995274,13.272165,-0.00067,31.833346,38195.999969
0 days 00:00:01.576000,-0.9953339999999999,13.335875,-0.00067,31.833328,38195.999969
0 days 00:00:01.578000,-0.995281,13.399625,-0.000692,31.833326,38195.999969
0 days 00:00:01.580000,-0.995261,13.463335,-0.000714,31.833346,38195.999969
0 days 00:00:01.582000,-0.9952179999999999,13.526966,-0.000692,31.833328,38195.999969
0 days 00:00:01.584000,-0.995278,13.590596,-0.00067,31.833326,38195.999969
0 days 00:00:01.586000,-0.9952949999999999,13.654166,-0.00067,31.833346,38195.999969
0 days 00:00:01.588000,-0.9952749999999999,13.717746,-0.000692,31.833328,38195.999969
0 days 00:00:01.590000,-0.995243,13.781356,-0.000714,31.833326,38195.999969
0 days 00:00:01.592000,-0.995243,13.844936,-0.000692,31.833346,38195.999969
0 days 00:00:01.594000,-0.9952700000000001,13.908567,-0.00067,31.833328,38195.999969
0 days 00:00:01.596000,-0.99528,13.972237,-0.00067,31.833326,38195.999969
0 days 00:00:01.598000,-0.995227,14.035937,-0.000692,31.833346,38195.999969
0 days 00:00:01.600000,-0.9951869999999999,14.099667,-0.000714,31.833328,38195.999969
0 days 00:00:01.602000,-0.995204,14.163457,-0.000692,31.833326,38195.999969
0 days 00:00:01.604000,-0.9952439999999999,14.227177,-0.00067,31.833346,38195.999969
0 days 00:00:01.606000,-0.9952519999999999,14.290888,-0.00067,31.833328,38195.999969
0 days 00:00:01.608000,-0.995192,14.354568,-0.000692,31.833326,38195.999969
0 days 00:00:01.610000,-0.995219,14.418228,-0.000714,31.833346,38195.999969
0 days 00:00:01.612000,-0.9952489999999999,14.481888,-0.000692,31.833328,38195.999969
0 days 00:00:01.614000,-0.9953059999999999,14.545538,-0.00067,31.833326,38195.999969
0 days 00:00:01.616000,-0.9952759999999999,14.609178,-0.00067,31.833346,38195.999969
0 days 00:00:01.618000,-0.995263,14.672859,-0.000692,31.833328,38195.999969
0 days 00:00:01.620000,-0.995273,14.736519,-0.000714,31.833326,38195.999969
0 days 00:00:01.622000,-0.9953209999999999,14.800239,-0.000692,31.833346,38195.999969
0 days 00:00:01.624000,-0.995371,14.863869,-0.00067,31.833328,38195.999969
0 days 00:00:01.626000,-0.9952679999999999,14.927489,-0.00067,31.833326,38195.999969
0 days 00:00:01.628000,-0.9952479999999999,14.991219,-0.000692,31.833346,38195.999969
0 days 00:00:01.630000,-0.9952949999999999,15.0549,-0.000714,31.833328,38195.999969
0 days 00:00:01.632000,-0.9953649999999999,15.11864,-0.000692,31.833326,38195.999969
0 days 00:00:01.634000,-0.995342,15.18231,-0.00067,31.833346,38195.999969
0 days 00:00:01.636000,-0.995312,15.246,-0.00067,31.833328,38195.999969
0 days 00:00:01.638000,-0.9952900000000001,15.309660000000001,-0.000692,31.833326,38195.999969
0 days 00:00:01.640000,-0.99531,15.37327,-0.000714,31.833346,38195.999969
0 days 00:00:01.642000,-0.9953569999999999,15.436901,-0.000692,31.833328,38195.999969
0 days 00:00:01.644000,-0.9953069999999999,15.500511,-0.00067,31.833326,38195.999969
0 days 00:00:01.646000,-0.9952939999999999,15.564121,-0.00067,31.833346,38195.999969
0 days 00:00:01.648000,-0.9952639999999999,15.627701,-0.000692,31.833328,38195.999969
0 days 00:00:01.650000,-0.995331,15.691311,-0.000714,31.833326,38195.999969
0 days 00:00:01.652000,-0.9953209999999999,15.754941,-0.000692,31.833346,38195.999969
0 days 00:00:01.654000,-0.995259,15.818622,-0.00067,31.833328,38195.999969
0 days 00:00:01.656000,-0.9952489999999999,15.882332,-0.00067,31.833326,38195.999969
0 days 00:00:01.658000,-0.9952559999999999,15.946112,-0.000692,31.833346,38195.999969
0 days 00:00:01.660000,-0.9953259999999999,16.009922,-0.000714,31.833328,38195.999969
0 days 00:00:01.662000,-0.9953029999999999,16.073612,-0.000692,31.833326,38195.999969
0 days 00:00:01.664000,-0.995243,16.137292,-0.00067,31.833346,38195.999969
0 days 00:00:01.666000,-0.9952400000000001,16.200943,-0.00067,31.833328,38195.999969
0 days 00:00:01.668000,-0.9952700000000001,16.264513,-0.000692,31.833326,38195.999969
0 days 00:00:01.670000,-0.995288,16.328063,-0.000714,31.833346,38195.999969
0 days 00:00:01.672000,-0.9952979999999999,16.391653,-0.000692,31.833328,38195.999969
0 days 00:00:01.674000,-0.995255,16.455293,-0.00067,31.833326,38195.999969
0 days 00:00:01.676000,-0.995265,16.519043,-0.00067,31.833346,38195.999969
0 days 00:00:01.678000,-0.9953019999999999,16.582704,-0.000692,31.833328,38195.999969
0 days 00:00:01.680000,-0.9953519999999999,16.646314,-0.000714,31.833326,38195.999969
0 days 00:00:01.682000,-0.995289,16.710034,-0.000692,31.833346,38195.999969
0 days 00:00:01.684000,-0.995269,16.773744,-0.00067,31.833328,38195.999969
0 days 00:00:01.686000,-0.9952869999999999,16.837554,-0.00067,31.833326,38195.999969
0 days 00:00:01.688000,-0.9953069999999999,16.901304,-0.000692,31.833346,38195.999969
0 days 00:00:01.690000,-0.995344,16.964975,-0.000714,31.833328,38195.999969
0 days 00:00:01.692000,-0.9952439999999999,17.028675,-0.000692,31.833326,38195.999969
0 days 00:00:01.694000,-0.995251,17.092315,-0.00067,31.833346,38195.999969
0 days 00:00:01.696000,-0.9952709999999999,17.155945,-0.00067,31.833328,38195.999969
0 days 00:00:01.698000,-0.995338,17.219575,-0.000692,31.833326,38195.999969
0 days 00:00:01.700000,-0.9953179999999999,17.283175,-0.000714,31.833346,38195.999969
0 days 00:00:01.702000,-0.9952759999999999,17.346766,-0.000692,31.833328,38195.999969
0 days 00:00:01.704000,-0.9952759999999999,17.410406,-0.00067,31.833326,38195.999969
0 days 00:00:01.706000,-0.995293,17.474056,-0.00067,31.833346,38195.999969
0 days 00:00:01.708000,-0.995313,17.537736,-0.000692,31.833328,38195.999969
0 days 00:00:01.710000,-0.9952500000000001,17.601446,-0.000714,31.833326,38195.999969
0 days 00:00:01.712000,-0.9952500000000001,17.665096,-0.000692,31.833346,38195.999969
0 days 00:00:01.714000,-0.9952169999999999,17.728817,-0.00067,31.833328,38195.999969
0 days 00:00:01.716000,-0.9952869999999999,17.792487,-0.00067,31.833326,38195.999969
0 days 00:00:01.718000,-0.995285,17.856037,-0.000692,31.833346,38195.999969
0 days 00:00:01.720000,-0.995205,17.919707,-0.000714,31.833328,38195.999969
0 days 00:00:01.722000,-0.995212,17.983367,-0.000692,31.833326,38195.999969
0 days 00:00:01.724000,-0.9952519999999999,18.047107,-0.00067,31.833346,38195.999969
0 days 00:00:01.726000,-0.995289,18.110848,-0.00067,31.833328,38195.999969
0 days 00:00:01.728000,-0.9952789999999999,18.174518,-0.000692,31.833326,38195.999969
0 days 00:00:01.730000,-0.9952059999999999,18.238138,-0.000714,31.833346,38195.999969
0 days 00:00:01.732000,-0.995196,18.301708,-0.000692,31.833328,38195.999969
0 days 00:00:01.734000,-0.995224,18.365258,-0.00067,31.833326,38195.999969
0 days 00:00:01.736000,-0.9952439999999999,18.429098,-0.00067,31.833346,38195.999969
0 days 00:00:01.738000,-0.995331,18.492789,-0.000692,31.833328,38195.999969
0 days 00:00:01.740000,-0.995301,18.556369,-0.000714,31.833326,38195.999969
0 days 00:00:01.742000,-0.995228,18.620079,-0.000692,31.833346,38195.999969
0 days 00:00:01.744000,-0.995288,18.683829,-0.00067,31.833328,38195.999969
0 days 00:00:01.746000,-0.995375,18.74769,-0.00067,31.833326,38195.999969
0 days 00:00:01.748000,-0.995315,18.81157,-0.000692,31.833346,38195.999969
0 days 00:00:01.750000,-0.9953029999999999,18.87527,-0.000714,31.833328,38195.999969
0 days 00:00:01.752000,-0.995293,18.93897,-0.000692,31.833326,38195.999969
0 days 00:00:01.754000,-0.9953000000000001,19.00265,-0.00067,31.833346,38195.999969
0 days 00:00:01.756000,-0.9953600000000001,19.06624,-0.00067,31.833328,38195.999969
0 days 00:00:01.758000,-0.995247,19.129861,-0.000692,31.833326,38195.999969
0 days 00:00:01.760000,-0.995257,19.193491,-0.000714,31.833346,38195.999969
0 days 00:00:01.762000,-0.995284,19.257111,-0.000692,31.833328,38195.999969
0 days 00:00:01.764000,-0.995344,19.320771,-0.00067,31.833326,38195.999969
0 days 00:00:01.766000,-0.995332,19.384371,-0.00067,31.833346,38195.999969
0 days 00:00:01.768000,-0.995292,19.448021,-0.000692,31.833328,38195.999969
0 days 00:00:01.770000,-0.9952789999999999,19.511672,-0.000714,31.833326,38195.999969
0 days 00:00:01.772000,-0.9952789999999999,19.575242,-0.000692,31.833346,38195.999969
0 days 00:00:01.774000,-0.9953259999999999,19.638772,-0.00067,31.833328,38195.999969
0 days 00:00:01.776000,-0.9952759999999999,19.702372,-0.00067,31.833326,38195.999969
0 days 00:00:01.778000,-0.995263,19.765962,-0.000692,31.833346,38195.999969
0 days 00:00:01.780000,-0.9952329999999999,19.829612,-0.000714,31.833328,38195.999969
0 days 00:00:01.782000,-0.9952909999999999,19.893223,-0.000692,31.833326,38195.999969
0 days 00:00:01.784000,-0.9953209999999999,19.956823,-0.00067,31.833346,38195.999969
0 days 00:00:01.786000,-0.9952479999999999,20.020503,-0.00067,31.833328,38195.999969
0 days 00:00:01.788000,-0.995228,20.084213,-0.000692,31.833326,38195.999969
0 days 00:00:01.790000,-0.995265,20.147893,-0.000714,31.833346,38195.999969
0 days 00:00:01.792000,-0.9952949999999999,20.211673,-0.000692,31.833328,38195.999969
0 days 00:00:01.794000,-0.995312,20.275383,-0.00067,31.833326,38195.999969
0 days 00:00:01.796000,-0.9952519999999999,20.339083,-0.00067,31.833346,38195.999969
0 days 00:00:01.798000,-0.9952400000000001,20.402784,-0.000692,31.833328,38195.999969
0 days 00:00:01.800000,-0.9952700000000001,20.466454,-0.000714,31.833326,38195.999969
0 days 00:00:01.802000,-0.995297,20.530204,-0.000692,31.833346,38195.999969
0 days 00:00:01.804000,-0.9953369999999999,20.593934,-0.00067,31.833328,38195.999969
0 days 00:00:01.806000,-0.9952639999999999,20.657684,-0.00067,31.833326,38195.999969
0 days 00:00:01.808000,-0.995284,20.721404,-0.000692,31.833346,38195.999969
0 days 00:00:01.810000,-0.9953209999999999,20.785145,-0.000714,31.833328,38195.999969
0 days 00:00:01.812000,-0.9953409999999999,20.848855,-0.000692,31.833326,38195.999969
0 days 00:00:01.814000,-0.9952989999999999,20.912515,-0.00067,31.833346,38195.999969
0 days 00:00:01.816000,-0.995269,20.976135,-0.00067,31.833328,38195.999969
0 days 00:00:01.818000,-0.9953059999999999,21.039745,-0.000692,31.833326,38195.999969
0 days 00:00:01.820000,-0.9953259999999999,21.103375,-0.000714,31.833346,38195.999969
0 days 00:00:01.822000,-0.9953829999999999,21.166995,-0.000692,31.833328,38195.999969
0 days 00:00:01.824000,-0.995263,21.230575,-0.00067,31.833326,38195.999969
0 days 00:00:01.826000,-0.9952500000000001,21.294176,-0.00067,31.833346,38195.999969
0 days 00:00:01.828000,-0.9952500000000001,21.357846,-0.000692,31.833328,38195.999969
0 days 00:00:01.830000,-0.9952979999999999,21.421536,-0.000714,31.833326,38195.999969
0 days 00:00:01.832000,-0.9952979999999999,21.485256,-0.000692,31.833346,38195.999969
0 days 00:00:01.834000,-0.9952449999999999,21.548896,-0.00067,31.833328,38195.999969
0 days 00:00:01.836000,-0.995235,21.612516,-0.00067,31.833326,38195.999969
0 days 00:00:01.838000,-0.9952519999999999,21.676117,-0.000692,31.833346,38195.999969
0 days 00:00:01.840000,-0.995332,21.739767,-0.000714,31.833328,38195.999969
0 days 00:00:01.842000,-0.9952989999999999,21.803337,-0.000692,31.833326,38195.999969
0 days 00:00:01.844000,-0.9952489999999999,21.866927,-0.00067,31.833346,38195.999969
0 days 00:00:01.846000,-0.995247,21.930537,-0.00067,31.833328,38195.999969
0 days 00:00:01.848000,-0.995297,21.994237,-0.000692,31.833326,38195.999969
0 days 00:00:01.850000,-0.9953139999999999,22.058017,-0.000714,31.833346,38195.999969
0 days 00:00:01.852000,-0.995274,22.121787,-0.000692,31.833328,38195.999969
0 days 00:00:01.854000,-0.995251,22.185408,-0.00067,31.833326,38195.999969
0 days 00:00:01.856000,-0.9952409999999999,22.248988,-0.00067,31.833346,38195.999969
0 days 00:00:01.858000,-0.995278,22.312638,-0.000692,31.833328,38195.999969
0 days 00:00:01.860000,-0.995328,22.376268,-0.000714,31.833326,38195.999969
0 days 00:00:01.862000,-0.995286,22.439938,-0.000692,31.833346,38195.999969
0 days 00:00:01.864000,-0.9952759999999999,22.503578,-0.00067,31.833328,38195.999969
0 days 00:00:01.866000,-0.9952829999999999,22.567299,-0.000692,31.833326,38195.999969
0 days 00:00:01.868000,-0.995323,22.631079,-0.000714,31.833346,38195.999969
0 days 00:00:01.870000,-0.9953400000000001,22.694809,-0.000714,31.833328,38195.999969
0 days 00:00:01.872000,-0.9952500000000001,22.758558999999998,-0.000692,31.833326,38195.999969
0 days 00:00:01.874000,-0.995277,22.822269,-0.00067,31.833346,38195.999969
0 days 00:00:01.876000,-0.9953069999999999,22.885949,-0.000692,31.833328,38195.999969
0 days 00:00:01.878000,-0.995335,22.949589,-0.000714,31.833326,38195.999969
0 days 00:00:01.880000,-0.995285,23.013239,-0.000692,31.833346,38195.999969
0 days 00:00:01.882000,-0.995242,23.07685,-0.00067,31.833328,38195.999969
0 days 00:00:01.884000,-0.9952719999999999,23.14052,-0.00067,31.833326,38195.999969
0 days 00:00:01.886000,-0.9952789999999999,23.2042,-0.000692,31.833346,38195.999969
0 days 00:00:01.888000,-0.995339,23.26792,-0.000714,31.833328,38195.999969
0 days 00:00:01.890000,-0.995246,23.33161,-0.000692,31.833326,38195.999969
0 days 00:00:01.892000,-0.995216,23.3952,-0.00067,31.833346,38195.999969
0 days 00:00:01.894000,-0.9951939999999999,23.458891,-0.00067,31.833328,38195.999969
0 days 00:00:01.896000,-0.9952639999999999,23.522551,-0.000692,31.833326,38195.999969
0 days 00:00:01.898000,-0.995281,23.586161,-0.000714,31.833346,38195.999969
0 days 00:00:01.900000,-0.995211,23.649831,-0.000692,31.833328,38195.999969
0 days 00:00:01.902000,-0.995238,23.713431,-0.00067,31.833326,38195.999969
0 days 00:00:01.904000,-0.995238,23.777111,-0.00067,31.833346,38195.999969
0 days 00:00:01.906000,-0.995315,23.840761,-0.000692,31.833328,38195.999969
0 days 00:00:01.908000,-0.995265,23.904371,-0.000714,31.833326,38195.999969
0 days 00:00:01.910000,-0.9952129999999999,23.967992,-0.000692,31.833346,38195.999969
0 days 00:00:01.912000,-0.995243,24.031712,-0.00067,31.833328,38195.999969
0 days 00:00:01.914000,-0.99531,24.095452,-0.00067,31.833326,38195.999969
0 days 00:00:01.916000,-0.99533,24.159182,-0.000692,31.833346,38195.999969
0 days 00:00:01.918000,-0.995257,24.222852,-0.000714,31.833328,38195.999969
0 days 00:00:01.920000,-0.9952369999999999,24.286532,-0.000692,31.833326,38195.999969
0 days 00:00:01.922000,-0.995284,24.350153,-0.00067,31.833346,38195.999969
0 days 00:00:01.924000,-0.9953339999999999,24.413783,-0.00067,31.833328,38195.999969
0 days 00:00:01.926000,-0.995342,24.477453,-0.000692,31.833326,38195.999969
0 days 00:00:01.928000,-0.995312,24.541113,-0.000714,31.833346,38195.999969
0 days 00:00:01.930000,-0.9952989999999999,24.604743,-0.000692,31.833328,38195.999969
0 days 00:00:01.932000,-0.9953289999999999,24.668433,-0.00067,31.833326,38195.999969
0 days 00:00:01.934000,-0.995336,24.732144,-0.00067,31.833346,38195.999969
0 days 00:00:01.936000,-0.995336,24.795904,-0.000692,31.833328,38195.999969
0 days 00:00:01.938000,-0.9952329999999999,24.859634,-0.000714,31.833326,38195.999969
0 days 00:00:01.940000,-0.995273,24.923314,-0.000692,31.833346,38195.999969
0 days 00:00:01.942000,-0.9952909999999999,24.986994,-0.00067,31.833328,38195.999969
0 days 00:00:01.944000,-0.995331,25.050664,-0.00067,31.833326,38195.999969
0 days 00:00:01.946000,-0.9952979999999999,25.114244,-0.000692,31.833346,38195.999969
0 days 00:00:01.948000,-0.995238,25.177864,-0.000714,31.833328,38195.999969
0 days 00:00:01.950000,-0.995285,25.241435,-0.000692,31.833326,38195.999969
0 days 00:00:01.952000,-0.995305,25.305125,-0.00067,31.833346,38195.999969
0 days 00:00:01.954000,-0.995342,25.368855,-0.00067,31.833328,38195.999969
0 days 00:00:01.956000,-0.995262,25.432555,-0.000692,31.833326,38195.999969
0 days 00:00:01.958000,-0.9952400000000001,25.496235,-0.000714,31.833346,38195.999969
0 days 00:00:01.960000,-0.9952500000000001,25.559935,-0.000692,31.833328,38195.999969
0 days 00:00:01.962000,-0.9952869999999999,25.623546,-0.00067,31.833326,38195.999969
0 days 00:00:01.964000,-0.995317,25.687176,-0.00067,31.833346,38195.999969
0 days 00:00:01.966000,-0.9952439999999999,25.750866,-0.000692,31.833328,38195.999969
0 days 00:00:01.968000,-0.995304,25.814346,-0.000714,31.833326,38195.999969
0 days 00:00:01.970000,-0.9952709999999999,25.877926,-0.000692,31.833346,38195.999969
0 days 00:00:01.972000,-0.9953209999999999,25.941536,-0.00067,31.833328,38195.999969
0 days 00:00:01.974000,-0.995309,26.005196,-0.00067,31.833326,38195.999969
0 days 00:00:01.976000,-0.995269,26.068976,-0.000692,31.833346,38195.999969
0 days 00:00:01.978000,-0.995296,26.132697,-0.000714,31.833328,38195.999969
0 days 00:00:01.980000,-0.995336,26.196387,-0.000692,31.833326,38195.999969
0 days 00:00:01.982000,-0.995323,26.260117,-0.00067,31.833346,38195.999969
0 days 00:00:01.984000,-0.995293,26.323727,-0.00067,31.833328,38195.999969
0 days 00:00:01.986000,-0.99526,26.387357,-0.000692,31.833326,38195.999969
0 days 00:00:01.988000,-0.9952900000000001,26.451037,-0.000714,31.833346,38195.999969
0 days 00:00:01.990000,-0.995358,26.514678,-0.000692,31.833328,38195.999969
0 days 00:00:01.992000,-0.995358,26.578358,-0.00067,31.833326,38195.999969
0 days 00:00:01.994000,-0.995305,26.642038,-0.00067,31.833346,38195.999969
0 days 00:00:01.996000,-0.9952749999999999,26.705728,-0.000692,31.833328,38195.999969
