timestamp_utc,x_pos_mm,y_pos_mm,x_vel_mm_per_s,y_vel_mm_per_s,s_vel_deg_per_s
0 days 00:00:23.244000,-154.270373,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.246000,-154.229357,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.248000,-154.188297,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.250000,-154.14724,158.007973,20.583326,0.0,2471.999998
0 days 00:00:23.252000,-154.10611,158.007983,20.583326,0.0,2471.999998
0 days 00:00:23.254000,-154.064983,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.256000,-154.023743,158.007983,20.583326,0.0,2471.999998
0 days 00:00:23.258000,-153.982486,158.007983,20.583326,0.0,2471.999998
0 days 00:00:23.260000,-153.941216,158.008013,20.583348,0.0,2471.999998
0 days 00:00:23.262000,-153.899919,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.264000,-153.858649,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.266000,-153.817363,158.007983,20.583348,0.0,2471.999998
0 days 00:00:23.268000,-153.776103,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.270000,-153.734926,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.272000,-153.693786,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.274000,-153.652689,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.276000,-153.611609,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.278000,-153.570492,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.280000,-153.529372,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.282000,-153.488286,158.007983,20.583326,0.0,2471.999998
0 days 00:00:23.284000,-153.447176,158.007983,20.583348,0.0,2471.999998
0 days 00:00:23.286000,-153.406059,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.288000,-153.364889,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.290000,-153.323692,158.007983,20.583348,0.0,2471.999998
0 days 00:00:23.292000,-153.282482,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.294000,-153.241255,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.296000,-153.200065,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.298000,-153.158858,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.300000,-153.117638,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.302000,-153.076482,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.304000,-153.035352,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.306000,-152.994255,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.308000,-152.953205,158.008013,20.583348,0.0,2471.999998
0 days 00:00:23.310000,-152.912148,158.008013,20.583326,0.0,2471.999998
0 days 00:00:23.312000,-152.871048,158.008013,20.583326,0.0,2471.999998
0 days 00:00:23.314000,-152.829911,158.008013,20.583348,0.0,2471.999998
0 days 00:00:23.316000,-152.788721,158.008013,20.583326,0.0,2471.999998
0 days 00:00:23.318000,-152.747525,158.008023,20.583326,0.0,2471.999998
0 days 00:00:23.320000,-152.706245,158.008023,20.583348,0.0,2471.999998
0 days 00:00:23.322000,-152.664948,158.008013,20.583326,0.0,2471.999998
0 days 00:00:23.324000,-152.623618,158.008023,20.583326,0.0,2471.999998
0 days 00:00:23.326000,-152.582371,158.008033,20.583348,0.0,2471.999998
0 days 00:00:23.328000,-152.541161,158.008023,20.583326,0.0,2471.999998
0 days 00:00:23.330000,-152.500024,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.332000,-152.458864,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.334000,-152.417787,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.336000,-152.376667,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.338000,-152.335571,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.340000,-152.294461,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.342000,-152.253304,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.344000,-152.212104,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.346000,-152.170857,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.348000,-152.129617,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.350000,-152.08837,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.352000,-152.04716,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.354000,-152.005934,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.356000,-151.964724,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.358000,-151.923567,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.360000,-151.882467,158.007983,20.583326,0.0,2471.999998
0 days 00:00:23.362000,-151.84142,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.364000,-151.80034,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.366000,-151.759293,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.368000,-151.718233,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.370000,-151.677176,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.372000,-151.636106,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.374000,-151.59502,158.007983,20.583348,0.0,2471.999998
0 days 00:00:23.376000,-151.55385,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.378000,-151.512673,158.007983,20.583326,0.0,2471.999998
0 days 00:00:23.380000,-151.471393,158.007983,20.583348,0.0,2471.999998
0 days 00:00:23.382000,-151.430126,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.384000,-151.388816,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.386000,-151.347489,158.007983,20.583348,0.0,2471.999998
0 days 00:00:23.388000,-151.306149,158.007983,20.583326,0.0,2471.999998
0 days 00:00:23.390000,-151.264882,158.007983,20.583326,0.0,2471.999998
0 days 00:00:23.392000,-151.223612,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.394000,-151.182416,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.396000,-151.141296,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.398000,-151.100209,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.400000,-151.059129,158.008013,20.583326,0.0,2471.999998
0 days 00:00:23.402000,-151.018082,158.008013,20.583326,0.0,2471.999998
0 days 00:00:23.404000,-150.977042,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.406000,-150.936005,158.008013,20.583326,0.0,2471.999998
0 days 00:00:23.408000,-150.894865,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.410000,-150.853779,158.007983,20.583348,0.0,2471.999998
0 days 00:00:23.412000,-150.812559,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.414000,-150.771372,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.416000,-150.730172,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.418000,-150.688995,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.420000,-150.647795,158.008013,20.583326,0.0,2471.999998
0 days 00:00:23.422000,-150.606618,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.424000,-150.565428,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.426000,-150.524271,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.428000,-150.483121,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.430000,-150.441995,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.432000,-150.400835,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.434000,-150.359678,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.436000,-150.318518,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.438000,-150.277311,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.440000,-150.236131,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.442000,-150.194924,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.444000,-150.153714,158.008013,20.583326,0.0,2471.999998
0 days 00:00:23.446000,-150.112478,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.448000,-150.071288,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.450000,-150.030091,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.452000,-149.988891,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.454000,-149.947744,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.456000,-149.906544,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.458000,-149.865397,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.460000,-149.824267,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.462000,-149.78317,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.464000,-149.74197,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.466000,-149.700794,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.468000,-149.659564,158.008013,20.583326,0.0,2471.999998
0 days 00:00:23.470000,-149.618357,158.008013,20.583348,0.0,2471.999998
0 days 00:00:23.472000,-149.577087,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.474000,-149.53588,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.476000,-149.49463,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.478000,-149.453433,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.480000,-149.412263,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.482000,-149.371167,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.484000,-149.330067,158.008013,20.583326,0.0,2471.999998
0 days 00:00:23.486000,-149.28904,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.488000,-149.24798,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.490000,-149.206943,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.492000,-149.165873,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.494000,-149.124776,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.496000,-149.083606,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.498000,-149.042419,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.500000,-149.001129,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.502000,-148.959863,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.504000,-148.918553,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.506000,-148.877296,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.508000,-148.836046,158.008023,20.583326,0.0,2471.999998
0 days 00:00:23.510000,-148.794789,158.008013,20.583326,0.0,2471.999998
0 days 00:00:23.512000,-148.753569,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.514000,-148.712382,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.516000,-148.671242,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.518000,-148.630156,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.520000,-148.589086,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.522000,-148.547999,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.524000,-148.506929,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.526000,-148.465822,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.528000,-148.424692,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.530000,-148.383495,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.532000,-148.342285,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.534000,-148.301078,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.536000,-148.259838,158.007983,20.583348,0.0,2471.999998
0 days 00:00:23.538000,-148.218662,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.540000,-148.177492,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.542000,-148.136365,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.544000,-148.095245,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.546000,-148.054168,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.548000,-148.013118,158.008013,20.583348,0.0,2471.999998
0 days 00:00:23.550000,-147.972081,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.552000,-147.931031,158.008013,20.583326,0.0,2471.999998
0 days 00:00:23.554000,-147.889904,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.556000,-147.848754,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.558000,-147.807578,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.560000,-147.766288,158.007983,20.583348,0.0,2471.999998
0 days 00:00:23.562000,-147.725041,158.007983,20.583326,0.0,2471.999998
0 days 00:00:23.564000,-147.683711,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.566000,-147.642444,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.568000,-147.601134,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.570000,-147.559937,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.572000,-147.518747,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.574000,-147.477611,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.576000,-147.436441,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.578000,-147.395324,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.580000,-147.354184,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.582000,-147.313077,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.584000,-147.271947,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.586000,-147.23082,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.588000,-147.18961,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.590000,-147.148483,158.007983,20.583348,0.0,2471.999998
0 days 00:00:23.592000,-147.107303,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.594000,-147.066177,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.596000,-147.025017,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.598000,-146.98386,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.600000,-146.94267,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.602000,-146.901533,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.604000,-146.860333,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.606000,-146.819226,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.608000,-146.777996,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.610000,-146.73686,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.612000,-146.69566,158.008013,20.583326,0.0,2471.999998
0 days 00:00:23.614000,-146.654543,158.008013,20.583348,0.0,2471.999998
0 days 00:00:23.616000,-146.613393,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.618000,-146.572276,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.620000,-146.531056,158.008013,20.583348,0.0,2471.999998
0 days 00:00:23.622000,-146.489909,158.008023,20.583326,0.0,2471.999998
0 days 00:00:23.624000,-146.448679,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.626000,-146.407502,158.008013,20.583348,0.0,2471.999998
0 days 00:00:23.628000,-146.366282,158.008013,20.583326,0.0,2471.999998
0 days 00:00:23.630000,-146.325026,158.008013,20.583326,0.0,2471.999998
0 days 00:00:23.632000,-146.283766,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.634000,-146.242539,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.636000,-146.201319,158.008013,20.583326,0.0,2471.999998
0 days 00:00:23.638000,-146.160212,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.640000,-146.119062,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.642000,-146.077985,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.644000,-146.036875,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.646000,-145.995789,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.648000,-145.954709,158.007983,20.583326,0.0,2471.999998
0 days 00:00:23.650000,-145.913632,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.652000,-145.872482,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.654000,-145.831365,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.656000,-145.790175,158.007983,20.583348,0.0,2471.999998
0 days 00:00:23.658000,-145.749008,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.660000,-145.707848,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.662000,-145.666701,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.664000,-145.625511,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.666000,-145.584385,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.668000,-145.543185,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.670000,-145.502078,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.672000,-145.460938,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.674000,-145.419821,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.676000,-145.378651,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.678000,-145.337484,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.680000,-145.296254,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.682000,-145.255097,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.684000,-145.213877,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.686000,-145.172671,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.688000,-145.131411,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.690000,-145.090224,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.692000,-145.049014,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.694000,-145.007857,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.696000,-144.966627,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.698000,-144.9255,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.700000,-144.88432,158.007983,20.583326,0.0,2471.999998
0 days 00:00:23.702000,-144.843174,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.704000,-144.802034,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.706000,-144.760917,158.008013,20.583326,0.0,2471.999998
0 days 00:00:23.708000,-144.719777,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.710000,-144.67862,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.712000,-144.63745,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.714000,-144.596313,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.716000,-144.555083,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.718000,-144.513856,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.720000,-144.472596,158.008013,20.583326,0.0,2471.999998
0 days 00:00:23.722000,-144.43136,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.724000,-144.39017,158.007983,20.583326,0.0,2471.999998
0 days 00:00:23.726000,-144.349043,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.728000,-144.307923,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.730000,-144.266846,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.732000,-144.225766,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.734000,-144.184659,158.007983,20.583348,0.0,2471.999998
0 days 00:00:23.736000,-144.143569,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.738000,-144.102483,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.740000,-144.061263,158.008013,20.583348,0.0,2471.999998
0 days 00:00:23.742000,-144.020076,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.744000,-143.978826,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.746000,-143.937619,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.748000,-143.896339,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.750000,-143.855122,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.752000,-143.813842,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.754000,-143.772635,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.756000,-143.731385,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.758000,-143.690219,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.760000,-143.649049,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.762000,-143.607932,158.008023,20.583326,0.0,2471.999998
0 days 00:00:23.764000,-143.566782,158.008013,20.583348,0.0,2471.999998
0 days 00:00:23.766000,-143.525685,158.008013,20.583326,0.0,2471.999998
0 days 00:00:23.768000,-143.484605,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.770000,-143.443558,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.772000,-143.402448,158.007983,20.583326,0.0,2471.999998
0 days 00:00:23.774000,-143.361352,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.776000,-143.320182,158.008013,20.583348,0.0,2471.999998
0 days 00:00:23.778000,-143.279035,158.008013,20.583326,0.0,2471.999998
0 days 00:00:23.780000,-143.237835,158.008013,20.583326,0.0,2471.999998
0 days 00:00:23.782000,-143.196698,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.784000,-143.155488,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.786000,-143.114301,158.008013,20.583326,0.0,2471.999998
0 days 00:00:23.788000,-143.073121,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.790000,-143.031994,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.792000,-142.990854,158.007983,20.583326,0.0,2471.999998
0 days 00:00:23.794000,-142.949768,158.007983,20.583348,0.0,2471.999998
0 days 00:00:23.796000,-142.908678,158.007983,20.583326,0.0,2471.999998
0 days 00:00:23.798000,-142.867531,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.800000,-142.826351,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.802000,-142.785164,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.804000,-142.743884,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.806000,-142.702657,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.808000,-142.661347,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.810000,-142.62007,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.812000,-142.57885,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.814000,-142.537704,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.816000,-142.496564,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.818000,-142.455477,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.820000,-142.414327,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.822000,-142.37324,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.824000,-142.33211,158.007973,20.583348,0.0,2471.999998
0 days 00:00:23.826000,-142.291003,158.007983,20.583326,0.0,2471.999998
0 days 00:00:23.828000,-142.249833,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.830000,-142.208667,158.008013,20.583348,0.0,2471.999998
0 days 00:00:23.832000,-142.167457,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.834000,-142.12626,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.836000,-142.08506,158.008013,20.583348,0.0,2471.999998
0 days 00:00:23.838000,-142.043843,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.840000,-142.002633,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.842000,-141.961446,158.007983,20.583348,0.0,2471.999998
0 days 00:00:23.844000,-141.920306,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.846000,-141.879209,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.848000,-141.838089,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.850000,-141.797043,158.007983,20.583326,0.0,2471.999998
0 days 00:00:23.852000,-141.755923,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.854000,-141.714826,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.856000,-141.673686,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.858000,-141.632589,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.860000,-141.591419,158.007983,20.583348,0.0,2471.999998
0 days 00:00:23.862000,-141.550262,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.864000,-141.509022,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.866000,-141.467796,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.868000,-141.426546,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.870000,-141.385329,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.872000,-141.344079,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.874000,-141.302802,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.876000,-141.261532,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.878000,-141.220335,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.880000,-141.179155,158.008013,20.583326,0.0,2471.999998
0 days 00:00:23.882000,-141.138018,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.884000,-141.096908,158.008013,20.583348,0.0,2471.999998
0 days 00:00:23.886000,-141.055772,158.008013,20.583326,0.0,2471.999998
0 days 00:00:23.888000,-141.014652,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.890000,-140.973545,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.892000,-140.932385,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.894000,-140.891288,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.896000,-140.850088,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.898000,-140.808971,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.900000,-140.767781,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.902000,-140.726735,158.008013,20.583348,0.0,2471.999998
0 days 00:00:23.904000,-140.685635,158.008013,20.583326,0.0,2471.999998
0 days 00:00:23.906000,-140.644568,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.908000,-140.603438,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.910000,-140.562351,158.007983,20.583326,0.0,2471.999998
0 days 00:00:23.912000,-140.521181,158.007983,20.583326,0.0,2471.999998
0 days 00:00:23.914000,-140.480054,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.916000,-140.438884,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.918000,-140.397687,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.920000,-140.356457,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.922000,-140.315281,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.924000,-140.274041,158.008013,20.583326,0.0,2471.999998
0 days 00:00:23.926000,-140.232854,158.008013,20.583348,0.0,2471.999998
0 days 00:00:23.928000,-140.191594,158.008013,20.583326,0.0,2471.999998
0 days 00:00:23.930000,-140.150407,158.008013,20.583326,0.0,2471.999998
0 days 00:00:23.932000,-140.109167,158.007993,20.583348,0.0,2471.999998
0 days 00:00:23.934000,-140.06801,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.936000,-140.02681,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.938000,-139.985693,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.940000,-139.944503,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.942000,-139.903357,158.008003,20.583326,0.0,2471.999998
0 days 00:00:23.944000,-139.862137,158.008003,20.583348,0.0,2471.999998
0 days 00:00:23.946000,-139.821001,158.008023,20.583326,0.0,2471.999998
0 days 00:00:23.948000,-139.779801,158.008013,20.583326,0.0,2471.999998
0 days 00:00:23.950000,-139.738634,158.008013,20.583348,0.0,2471.999998
0 days 00:00:23.952000,-139.697384,158.007993,20.583326,0.0,2471.999998
0 days 00:00:23.954000,-139.656208,158.007983,20.583326,0.0,2471.999998
0 days 00:00:23.956000,-139.614968,158.007983,20.583348,0.0,2471.999998
